文本类别,文本内容
航空,中国航天科技集团昨天发布《中国航天科技活动蓝皮书》（2021年），《蓝皮书》显示，今年，我国航天发射次数将再次突破50次。今年对于载人航天工程来说是任务最为繁重的一年，我国将通过6次发射任务全面完成空间站建造。我国载人空间站今年将完成建造目前，我国处于空间站任务的关键技术验证阶段，在神舟十三号乘组平安返回后，我国将正式进入空间站建造阶段。计划用不到1年时间，先后发射2艘天舟货运飞船、2艘神舟载人飞船以及2个实验舱，我国空间站的构型也将基本形成。航天科技集团五院空间站系统副总设计师柏林厚：在神十三航天员乘组返回以后，我们对验证的情况进行一个系统的评估，评估正常以后，我们就会转入建造阶段，这也是我们国家一年发射载人航天器最多的一次。我国的空间站主要由天和核心舱、问天实验舱和梦天实验舱组成。今年2个实验舱将先后完成发射，开展多项有人及无人参与的空间实验任务。其中问天实验舱，也就是实验舱Ⅰ还将承担备份核心舱的功能。航天科技集团五院空间站系统副总设计师柏林厚：这也是为了提高我们整个空间站的可靠性，就相当于把核心舱的控制权交接给实验舱Ⅰ来进行控制。同时实验舱Ⅰ还有一个特点，就是它配置了一个航天员出舱的气闸舱，后续组装建造完成以后，航天员主要是通过实验舱Ⅰ的气闸舱来进行出舱，而我们目前核心舱的节点舱就可以作为气闸舱的一个备份。同样的，在梦天实验舱，也就是实验舱Ⅱ上也配备了一个气闸舱，用于运输货物出舱，之后再通过机械臂的配合，完成一系列舱外任务。而随着2个实验舱的发射完成，我国的空间站也将形成T字形组合体。航天科技集团五院空间站系统副总设计师柏林厚：我们形成T字形的组合体构型以后，我们会对整个空间站的功能、性能进行一个充分的测试，我们预计是在今年年底，转入整个空间站的运营阶段。今年年底的时候我们应该会有航天员，我们叫轮换，在轮换期间将会最多有6名航天员同时在轨。今年发射四艘飞船多项改进使飞船更便捷据了解，今年空间站任务将发射两艘神舟载人飞船，两艘天舟货运飞船，为了能够持续提高飞船的舒适性，科研人员根据航天员乘组反馈的意见，进行了多项优化和改进，这也为后续航天员执行任务提供了更多的便捷性和舒适性。天舟货运飞船主要承担货物的运输任务，航天员进入空间站后工作和生活所需要的物品都放在这里。而为了让航天员能够更快更准确地找到它们，今年即将发射的天舟四号和天舟五号货运飞船内，进行了多项改进。航天科技集团五院货运飞船系统总设计师助理方方：我们对货包进行了色彩标识，航天员根据色彩基本上就能知道这是航天员的食品，还是其他货物，还是空间站的货物等等能区分出来。然后第二个改进对于装货适配板增设了尼龙搭扣，不像以前是要拧螺钉的。去年，神舟十三号发射完成后验证了快速交会对接技术，大幅度压缩了航天员进入空间站的时间。今年，在完成了6个月的在轨驻留之后，神舟十三号在返回的时候，将验证快速返回技术，让航天员乘组更快返回地面。航天科技集团五院载人飞船系统项目技术副经理邵立民：我们这次神舟十三号要实行一次快速返回，以前需要一天的时间，这次我们只需要几圈的时间就可以返回，这样的话实际上也是提高航天员的舒适性。
航空,据英国《每日邮报》2月9日报道，智利中部科迪勒拉省一名滑翔伞地面工作人员当地时间2月7日在协助乘客起飞时，突然被带到了空中。视频显示，滑翔伞飞行员和一名乘客当时已做好准备正要出发，一名地面工作人员正在帮助滑翔伞移动到位。这时突然一阵风将滑翔伞吹了起来，飞行员被迫带着乘客和这名工作人员一起起飞。这名工作人员来不及松开手，只好紧紧抓住安全带，挂在滑翔伞下面摇摇欲坠。最终，飞行员控制滑翔伞低空飞到一座山丘上，降低高度后这名工作人员跳到了地面上，然后滑翔伞继续飞到空中。据报道，这名工作人员没有受伤。智利民用航空总局已经接到报告，正在对事件展开调查。
航空,【环球网综合报道记者赵友平】中国台北女子足球队结束在印度举行的2022女足亚洲杯赛事，36名队职员8日搭乘专机自印度返台。“联合新闻网”等台媒消息称，除原有6名新冠肺炎确诊者由救护车送往集中检疫所外，又有一人核酸检测呈阳性。中国台北女足确诊的6名球员由机坪搭乘救护车，后送至医院。图自台湾“联合新闻网”据报道，“2022年亚洲杯女足赛”在印度举行，中国台北队此次共38人出征，但共有9人染疫，其中包括2名队职员以及7名球员，其中已有3人康复，其余6人则为无症状或是轻症。8日返台的36名成员，搭乘专机于下午5时16分抵达桃园国际机场。女足队职员下机后，在候机楼内采检。图自台湾“联合新闻网”采检完毕后，队员们聚集在一起看手机。图自台湾“联合新闻网”报道称，抵台后，6名确诊者在机坪完成检疫凭证审查及证照查验等程序后，由救护车后送至专责医院治疗，其余队员则依落地采检规定，进入候机楼采检。晚上7时许检验结果出炉，除原先6名确诊者外，另有一人采检阳性，其余29名成员采检结果均为阴性。另据台湾“中时新闻网”报道，不过根据了解，这名采检阳性的队职员，是球队这次前往印度最早确诊的人员之一，在转阴后又转阳性。
航空,2月9日，中国东方航空公司由陕西西安飞往榆林榆阳机场的MU2287航班在降落时发生不安全事件，飞机降落时在跑道外接地，部分构件受损。上游新闻（报料邮箱：cnshangyou@163.com）记者从权威渠道获悉，东方航空此次发生的不安全事件没有造成人员伤亡，但涉事飞机的后续航班任务取消，东航从西安机场调机执行了原定后续航班，事件具体原因正在调查中。▲涉事飞机B-305Y。图片来源/jetphotosCaptainLorca公开资料显示，2月9日东方航空MU2287航班由该公司空客A320飞机执飞，当天上午7点52分从西安咸阳国际机场起飞，飞行了50分钟之后在榆林榆阳机场落地。权威信息显示，MU2287航班在落地时发生了不安全事件，飞机提前在榆林机场跑道外接地，飞机部分构件受损。榆林机场当天天气情况正常，没有恶劣天气发生。中国民航信息系统数据显示，MU2287航班由空中客车A320飞机执行，飞机编号为B-305Y，飞机当天提前18分钟落地后正常下客，但B-305Y飞机后续飞行任务临时取消。上游新闻记者注意到，东方航空为执行B-305Y飞机原定返回西安的载客航班，临时从西安机场以MU2999的临时航班调机到榆林机场，返回西安的航班因此延误了6个多小时，东航方面对飞机延误原因解释为“飞机晚到”。东方航空在榆林机场降落阶段发生不安全事件后，有社交媒体用户发文评论称，B-305Y飞机是在降落阶段因为下滑道过低，飞机轮胎同榆林机场跑道灯发生了“剐蹭”，造成飞机轮胎受损。▲东航官网显示，后续航班延误6个多小时，延误原因为飞机维修。图片来源/东航官网有经过专业认证的网友在航空专门社群，发布了东航公司机务在榆林机场更换轮胎的现场照片。2月10日，上游新闻记者联系东方航空相关部门，相关工作人员表示对事件暂不知情。跑道外接地，通俗理解为飞行器没有准确地落在跑道上，而是落到跑道外且跟地面发生了计划外接触。《四川日报》曾援引专业飞行员的话对“跑道外接地”解读称，“这可能会造成机身毁损、人员伤亡等事故。”根据2021年10月1日施行的《民用航空症候等级划分办法》的相关规定，民航客机“起飞或着陆中，冲出、偏出跑道或跑道外接地”属于仅次于飞行事故的“运输航空严重症候”。此次东航A320飞机在榆林机场降落中提前接地的不安全事件，具体细节以及是否属于运输航空严重症候，还需要监管部门进一步调查。2016年5月1日，东方航空曾发生一起飞机跑道外接地的不安全事件，该公司一架A319飞机执行成都至康定航班时，飞机在康定机场进近着陆过程中，右主轮撞坏引进灯，飞机尾翼被机场跑道灯击穿，飞机在跑道外接地，复飞后返航，将康定机场跑道灯带回了成都机场。事后，民航局对东方航空进行了严厉处罚，对涉事两名机长终身停飞、削减东航四川公司10%客运量、相关领导停职处分等。2020年10月16日，深圳航空公司执行西安至攀枝花ZH9247航班时，飞机在着陆过程中刮碰个别跑道灯光，导致轮胎扎伤和机腹局部划伤，机上人员安全，民航西南局曾将该起不安全事件称为“飞机着陆地点为跑道端安全区，未影响机场正常运行”，但民航局后续事故调查认定，深航客机在跑道外接地，导致飞机机身、部分跑道灯光和相关设备受损，构成一起责任原因运输航空严重征候，“性质严重、影响恶劣”，暴露出个别运行单位系统管理薄弱、少数人员不知敬畏、责任缺失、章法观念淡薄等突出问题。目前，民航陕西监管局等机构已经介入东航榆林机场不安全事件的调查。上游新闻记者胡磊时婷婷
航空,中新网2月11日电据中国民航局网站消息，2月10日，民航局再发熔断指令，对南方航空公司CZ3040航班(新加坡至广州)、中国国际航空公司CA946航班(卡拉奇至郑州)、荷兰皇家航空公司KL857航班(阿姆斯特丹至上海)实施熔断措施。根据民航局通报，2月1日入境的南方航空公司CZ3040航班(新加坡至广州)确诊新冠肺炎旅客7例，鉴于CZ8134航班(新加坡至武汉)为CZ3040航班的奖励航班，自2月21日起，暂停CZ3040航班运行2班，取消奖励航班CZ8133/4。2月2日入境的中国国际航空公司CA946航班(卡拉奇至郑州)确诊新冠肺炎旅客6例，自2月28日起，继续暂停该航班运行2班。2月2日入境的荷兰皇家航空公司KL857航班(阿姆斯特丹至上海)确诊新冠肺炎旅客5例，自2月21日起，继续暂停该航班运行2班。上述熔断的航班量不得用于其它航线。民航局要求，上述3家航空公司要做好后续航班旅客安抚和机票退改等服务工作。
航空,有不少市民还在春运返程途中。南宁机场方面提醒，市民出行前要准备好购票时对应的身份证件，提前了解所乘航空公司及目的地城市疫情防控相关政策要求，准备必要的相关材料，如48小时内核酸检测阴性报告、广西健康码绿码、目的地城市健康码绿码、承诺书、行程码等。建议春运期间于航班起飞前3小时到达机场。交警部门对南宁机场范围内多条道路实施严管据悉，2月8日，南宁市公安局交通警察支队发布《关于对南宁市吴圩国际机场范围内设置交通管理严管道路及交通管理严管区域的通告》，将南宁市吴圩国际机场范围内交通流量较大、易发生拥堵或乱象的主要道路及区域设置为交通秩序管理严管道路和严管区域。具体严管道路为机场大道、空港北一路、凤巢北路、空港北一巷、空港北二巷、空港北三巷和空港北四巷；严管区域为T2航站楼出发平台。严管时段为每天6:00至次日1:00。公安机关交通管理部门将依照相关法律法规，通过现场查纠和智能交通设备抓拍等方式，严查严管。涉及严管的道路交通违法行为包括机动车、非机动车违反交通信号灯、交通标志、交通标线通行；机动车在道路上或人行道上违法停放、侵占人行横道或黄色网格线停放；机动车行经人行横道不按规定减速或停车礼让。建议出行前提前了解目的地疫情防控政策机场方面提醒，从南宁机场出发的乘客，由于各地防疫政策要求不同，建议旅客在出行前通过电话或网络提前了解目的地疫情防控及管控政策，也可在微信小程序“国务院”客户端搜索当地疫情防控政策。进入南宁机场T2航站楼，需要出示广西健康码绿码。建议市民提前申领并打开广西健康码，手持身份证通过闸机。待防爆检查工作人员查验完成后即可通过防爆通道进入南宁机场候机大厅。市民如果是与无手机的儿童、老年旅客一同出行，准备好相应身份证件，在入口处进行人工登记即可。由于春运期间旅客较多，机场工作人员建议市民尝试“无纸化”乘机出行。可以在手机下载“航旅纵横”App，实名注册登录，选择出行的航班进行网上“自助值机”，不仅可以提前选择心仪的位置，还可以使用电子登机牌办理托运、通过安检后直接登机。由于疫情防控政策及航空公司规定，部分航班需进行人工值机，请以具体情况为准。过安检后，可以通过登记口指引牌前往所对应的登机口候机、登机。建议至少提前40分钟到达登机口附近区域等候。正常情况下，南宁机场将在航班起飞前40分钟开始登机，在航班起飞前15分钟关闭登机口。南宁机场到达出口设置便民核酸采样点到达南宁机场的乘客，进入南宁市之前，建议提前通过南宁疫情防控咨询电话咨询具体疫情防控政策，或在微信“国务院”客户端小程序了解南宁市具体疫情防控措施，并申领好“广西健康码”及通信行程卡，以便需要时查验。▲南宁机场巴士线路图到达南宁机场需要立即进行核酸检测的乘客，可以直接前往一楼到达出口6号门外侧核酸采样点进行核酸检测，快速又便捷。核酸采样点开放时间为2022月1月4日-2月25日，每日9:00-21:00。来源：南宁晚报·南宁宝客户端
航空,记者10日从福州市自然资源和规划局获悉，福州国际机场二期扩建工程项目用地获国务院批复。该项目是2022年福建省第一个获得国务院批复用地的项目，为福州市重大项目用地要素保障取得“开门红”。据了解，福州国际机场二期扩建工程将新建25.5万平方米的T2航站楼和一条长3600米、宽45米的第二跑道，整体工程预计“十四五”期间全部建成，可满足年旅客吞吐量3600万人次，货邮吞吐量45万吨，飞机起降27.7万架次的需求。项目建成后，将带动闽东北城市之间的互联互通和经济社会发展。（记者何佳媛）
航空,中国航空新闻网讯：据简单飞行（simpleflying）网站2月11日报道，巴航工业当地时间2月9日宣布，该公司电动垂直起降飞机EVE现已进入巴西民航局飞机型号认证阶段。EVE已公开将于2026年正式投入运营。EVE的设计时速高达200公里，航程约为96公里。同时，巴航工业也考虑到了无人驾驶操作，截至目前，已向17个客户售出1735架EVE，交易价值约50亿美元。
航空,中国航空新闻网讯：据路透社2月11日报道，当地时间2月10日，庞巴迪表示，将增加其最畅销飞机的产量，并预计交付量将增加。此前庞巴迪公布了经调整后的季度获利。由于疫情期间选择私人飞机出行的需求增加，公务机制造商正在加大生产力度，但更广泛的行业供应链中断、劳动力短缺和近期新冠确诊病例激增仍是挑战。庞巴迪表示，预计客户乘坐的飞机数量将超过2021年交付的120架，同时，它们将提高中型和大型飞机的产量，重点是其“挑战者”（Challenger）系列飞机。
航空,记者薛冰冰入主海航航空主业板块两个月后，实控人方威宣布，拟增持*ST海航（600221.SH）股份。2月10日晚间，*ST海航（600221.SH）发布公告称，公司实际控制人方威计划于2022年2月10日起6个月内通过上海证券交易所集中竞价交易系统增持公司股份。本次拟增持数量为5000万股至1亿股（约占公司股份的0.15%至0.30%），本次增持不设价格区间，将根据公司股票价格波动情况及资本市场整体趋势实施增持。2月10日，实控人方威向*ST海航出具《关于增持公司股份的告知函》，之所以增持股份，是基于对公司投资价值的认可及对公司未来发展前景的信心，拟增持股份的资金安排为自有资金。公告表明，增持行为不会导致公司控股股东及实际控制人发生变化，方威本人也承诺：增持行为将严格按照增持计划进行，在增持实施期间及法定期限内不减持所持有的公司股份。方威为方大集团董事局主席，而方大集团是海航航空板块重整中的战略投资者，战投注资共计410亿元。根据战投安排，方威通过方大航空认购海航控股股票，占重整后上市公司股份比例为12.63%；同时，通过方大航空控股投资航空集团，间接持有海航控股12.32%的股份，合计控制上市公司权益股份比例为24.95%。由此，*ST海航股权架构图也被改写，方大航空为控股股东，辽宁方大集团作为方大航空的控股股东，实际控制方大航空，自然人方威成为上市公司*ST海航的实际控制人。通常而言，实际控制人增持公司股份，说明对公司经营发展前景充满信心，对股票价格的上涨具有积极意义。据wind数据显示，2月10日，*ST海航股票拉升，涨幅为4.86%，报收于1.94元。除了增持股份，入主海航航空主业以来，方威也多次采取动作。2021年12月8日，方威首次亮相海航航空干部员工大会，对海航航空主抓方向、目前存在问题、2022年如何挣钱等问题做出详细解答。临近过年，方威又建议海航航空集团为每位员工发放5000元现金红包。今年1月25日，海航航空集团总部及下属各航司24家单位6万余名员工收到现金红包，累计金额超过3亿元。据《第一财经》报道，方大集团的一位高层在春节前的一次员工座谈上强调，“方大集团2021年大概有150亿左右的净利润，这五年每年都有100多亿的利润，方主席已做过表态，在支持海航的问题上，方大集团将不遗余力，所以请大家放心。”
航空,2月10日中午，一名瑞士籍运动员在高山滑雪男子全能速滑项目中受伤，左前臂开放性骨折。经过场馆医疗官研判，决定启用北京999医疗转运型直升机参与救援，仅用8分钟就将受伤运动员转运到了赛区定点医院——北京市延庆区医院，比用地面救护车节约了32分钟以上，为抢救运动员争取了宝贵时间。整个救援过程中，救护车与直升机、直升机与定点医院，所有环节无缝衔接、高效有序。根据国际奥委会、国际残奥委会、国际雪联的有关要求和冬奥会高山滑雪、跳台滑雪等雪上项目医疗服务保障特点，北京2022年冬奥会和冬残奥会期间，北京市红十字会救援服务中心、北京市红十字会急诊抢救中心、中信海洋直升机股份有限公司联合体共派出2架H155救援型直升机、2架H135医疗型直升机和66名航空医疗保障人员承担国家高山滑雪中心、云顶场馆群、古杨树场馆群的航空医疗救援保障任务，建立了完善的直升机医疗救援保障体系和科学高效的救援工作机制，实现了航线审批、空域开放、空中医疗、空地对接等环节无缝衔接，确保直升机在5分钟内到达赛道进行救援，在15分钟内将危重患者转运到距离最近有救治能力综合医院的保障目标。（看看新闻Knews记者：耿博阳）
航空,南都讯记者陈荣梅2月10日，深圳市消费者委员会发布《2021年深圳市消费投诉分析报告》。报告显示，2021年，315消费通系统共收到交通运输服务投诉799宗，其中航空客运服务投诉566宗，主要投诉问题包括受疫情影响的交通票务退改问题、非不可抗力因素导致的班次取消问题等。典型案例：消费者诉称于11月2日晚23时左右通过某在线旅行平台订购某航空公司11月6日从成都到深圳的机票。11月3-4日，成都疫情风险加剧，政府发布疫情通报，要求市民非必要不离蓉。因此，消费者要求航空公司根据疫情形势免费退票，但航空公司表示其在官网已发布信息称11月2日19点前购票方可免费退票，消费者则表示订票时并未看到相关公告，要求全额退票。案例评析：中国民用航空局于2021年1月2日下发了《关于切实做好疫情常态化防控形势下客票退改服务工作的通知》，针对国内出现局部聚集性疫情的地区，要求各航空公司及时制定发布客票免费退改方案，并加强信息告知和宣传。可见，航空公司不仅应当及时制定与发布涉疫地区的客票免费退改方案，也应通过加强在官网、第三方售票平台上的宣传公告，在消费者购票前进行提示确认等方式，充分保障消费者对相关方案的知情权。中国民航局于8月3日发布公告表示，民航各单位认真落实民航局《通知》要求，及时、主动出台免费客票退改方案，取得了较好成效。在此基础上，深圳市消委会收到部分消费者投诉反映，在航空公司免费客票退改方案公告之前因疫情进行了退票，以及公告之后在不知晓公告的情况下购票并因疫情加剧选择退票，上述两类情况难以享受免费客票退改政策。消委会建议：2021年全国疫情总体平稳，然而部分地区本土疫情时有发生，疫情防控形势依然严峻，航空客运行业仍然面临着较大的挑战，与挑战并存的是机遇，此时正是航司以优质服务赢得客户信任、提升客户黏性的极佳时机，一方面航司应对突发事件及时作出反应，并充分告知消费者，另一方面对具体问题具体处理，尽可能满足消费者的合理诉求。与此同时，消费者购票时需密切关注航司相关公告，以避免客票退改损失，因突发事件确需退改应及时联系航司协商。
航空,导读：据innovationorigins网站2月9日报道，欧洲飞机制造商空客公司希望建造自己的氢燃料客机。而该公司正在开发自己的发动机这一事实意味着它在可持续航空领域处于领先地位。未来几十年，航空行业将不得不走向绿色，尤其是在欧洲。空客公司在与法国航空公司等公司的联合声明中宣布，它致力于发展可持续航空。然而，为了建立工业伙伴关系等，需要欧洲政府的帮助。例如，如果空客公司制造了一台燃氢航空发动机，但随后没有足够的可持续氢燃料可用，那么所有这些工作都将付诸东流。空客公司希望在内部制造发动机是一大步。空客公司首席执行官纪尧姆-福里（GuillaumeFaury）在接受德国报纸WeltamSonntag采访时表示，内部制造发动机是其中一种可能性。这将是飞机制造商的一个重要转折点，因为燃氢航空发动机需要与标准煤油动力喷气发动机不同类型的生产线。虽然氢气原则上可以在航空发动机中燃烧（对系统进行一些小的修改），但这通常不是使用它的最佳方式。同样用于氢动力汽车的燃料电池通常效果更好。对于空客公司来说，生产氢电动发动机似乎是一条路线，生产新一代发动机的前提条件尚不清楚。长期以来，航空业一直不受其他行业必须满足的可持续性要求的约束。例如，只有在欧洲境内制造的航班才被纳入排放交易系统，公司需要为二氧化碳排放量付费。但如果欧盟希望到2050年实现碳中和，航空业也必须适应。欧洲的汽车行业就是一个很好的反面教训，长期以来，欧洲汽车制造商远远落后于美国新来者特斯拉公司，直到近几年，欧洲也匆忙对生产线进行调整，大量欧洲电动汽车下线。未来几年这是否以及如何与飞机发动机制造商们一起工作还有待观察。毫无疑问，空客公司将期待欧盟的贡献，几乎所有必须调整其业务活动以实现可持续发展的公司也将如此。
航空,记者从《中国航天科技活动蓝皮书》（2021年）发布会上了解到，我国新一代中型运载火箭——长征八号，目前正在海南文昌发射场进行发射前的测试工作。此次发射的长征八号采用了全新的构型，将一次发射22颗卫星。长征八号是我国长征系列运载火箭当中的最新型号，可以承担80%以上的中低轨发射任务。据介绍，长征八号遥二火箭将于二月底至三月初在文昌发射场择机发射。此次任务是长征八号火箭不带助推器的新构型首飞。航天科技集团一院长征八号运载火箭副主任设计师陈晓飞：虽然说长八遥二是一次新构型，但是长八遥一的设计当中，其实已经兼顾了有助推器和没有助推器两种状态。我们最开始就践行了一种模块化的一个设计思路，所以时间比较短的情况下，还能高效完成一个全新火箭的设计。据介绍，此次长征八号遥二运载火箭将发射22颗商业卫星，这也将创造我国一次发射卫星数量最多的纪录。除了长征八号遥二火箭外，长征八号今年还将完成一发火箭总装，七发火箭投产工作，为后续以互联网星座组网等重大工程做好支撑。
航空,钱江晚报·小时新闻记者唐旭锋通讯员赖婷2月10日上午9时40分许，在宁波机场停机坪，上演了一场“生死时速”的医疗救援！一名旅客在飞行途中复发心脏病。危急时刻，宁波机场运控室指挥人员第一时间呼叫医疗急救，机场医护人员紧急出动、全力救治，成功挽救了旅客生命。当天上午9时35分，机场急救站接到运控室指挥人员来电：“HU7687航班上有一名旅客心脏病复发，需要医疗救援，飞机将在10分钟左右后落地，机位317。”时间就是生命！值班医生曲经杰、护士黄晶瑜立刻赶往指定机位，安排急救车前往待命。9时48分飞机落地。9时55分飞机舱门打开后，曲医生立即登机查看。当时，病患男性旅客正靠在座椅上，表情痛苦。仔细询问病史后得知，该旅客54岁，既往有高血压病史，慢性支气管炎10余年，长期服用降压药物。此次在由海口乘坐飞机返回宁波的行程中，疼痛已数小时，期间加重两小时有余，前期做过主动脉夹层手术，途中自行含服速效救心丸2粒。宁波机场曲医生判断该名旅客病情复杂，手术时间不长，一旦复发或者发生其他心脏血管意外，后果不堪设想。随即监测该旅客生命体征，并告知其家属需要立即前往医院进一步诊治。检查过程中患者血压超出血压计量程，期间咳嗽频繁，痰多并痰中带血。曲医生凭借多年的从医经验，意识到病情凶险，当即将患者送上救护车，疾驰开往市区医院急诊。一路上，宁波机场医护人员细心照顾，十五分钟后将病患旅客及家属送到明州医院。在急诊室，医生诊断时表示，幸亏医护人员及时送诊，否则该旅客性命堪忧。在安排好旅客的后续治疗后，医护人员准备返回机场时，旅客家属紧握曲医生的双手说道：“医生啊，谢谢你，多亏你们来得及时，送得快。”曲医生只回复一句：“职责所在，我们理所应该。”当天下午15时，曲医生又电话询问该名旅客家属，家属反馈该旅客没多久就被送到了抢救室，目前病情已稳定。家属对曲医生的准确判断和及时转运再次表示感谢。
航空,2月9日，在中国航天科技集团《中国航天科技活动蓝皮书（2021年）》发布会上，中国航天科技集团五院相关同志介绍，今年该院将通过六次发射任务完成我国空间站在轨组装建造。中国空间站天和核心舱自2021年4月29日成功发射至今，已在轨运行286天。航天科技集团五院空间站系统副总设计师柏林厚介绍，通过神舟十二号、十三号乘组的驻留，对后续空间站建造使用的关键技术进行了系统、充分验证，结果符合预期。在太空出差的神舟十三号乘组，将在太空驻留满6个月后返回地面。中国航天科技集团五院载人飞船系统项目技术副经理邵立民介绍，神舟十三号载人飞船将首次采用快速返回方案，着陆于东风着陆场，提升航天员舒适性和任务实施效率。在空间站建造阶段，将依次发射天舟四号、神舟十四号、实验舱Ⅰ、实验舱Ⅱ、天舟五号、神舟十五号六艘航天器。最终空间站将完成T字构型建造，舱内活动空间将超过110立方米，可实现长期3人、短期6人驻留。空间站完成功能、性能在轨测试后，将转入运营阶段。柏林厚表示，今年，空间站将首次同时停靠神舟十四号、十五号两艘神舟载人飞船，实现六名航天员乘组在轨轮换，并首次形成六舱组合体构型。空间站在轨建造任务密度大，且任务间高度耦合、相互关联，建造过程中对接分离动作将达到十余次，同时将实施舱段转位、大小臂组合工作、货物出舱等新任务，这意味着对空间站组合体的状态管控异常复杂。空间站建造完成后，将持续开展航天员驻留和多领域空间科学技术试验。来源北京日报客户端|记者刘苏雅编辑：孟紫薇流程编辑邰绍峰
航空,2月9日上午7时，微微透着晨光的城固机场寒风阵阵，此时，生产管理部试飞管理办公室与试飞厂保障人员已全部就位，分别与航管、气象、外场、民航等多家单位联系协调，了解试飞空域飞行动态和同场次飞行计划，实施通电开车等飞行准备工作。9时27分、31分，按照试飞计划，某两型两架机在城固机场陆续腾空而起，执行用户培训带飞和自动驾驶仪、航线等科目试飞，顺利实现公司虎年开飞。为确保节后开飞万无一失，公司试飞保障团队提前与空军试飞局某试飞大队、空军某旅、民航等多家单位做好沟通协调工作，先后实施申报计划、参加试飞大队周计划下达、配合试飞员完成座舱实习和模拟器飞行，以及预先准备。试飞大队也组织试飞员完成了航理和英语考试等开飞前准备工作，为顺利开飞打牢基础。
航空,中国航空新闻网讯：据简单飞行（simplefly）2月10日报道，为了在2022年上半年接收其首架空客A220-300，俄罗斯方位角航空将于7月1日开通A220的首条航线，预计到2024年将接收6架A220-300，成为俄罗斯第一家A220运营商。6架A220都将采用单舱布局，配备148个经济舱座位。方位角航空期望在其短途国际航线以及飞往中东的航班上使用A220，虽然其运力相对较低但航程极佳，且从从俄罗斯的二级机场起飞，这成为了方位角航空的一个关键卖点。
